RECOGITO_ID,ANNOTATIONS,PAGE_NUMBER,ANNOTATED_TEXT,BARCODE
recogito-5b67e9f5-6722-47e1-9c1c-3ea5b2cdc420,plants vegetation 25G,347,"Sie fraßen den Reiß, der noch im Stroh war;. fie
machten das Korn aus ſeiner Schaale heraus und halfen
fich oft mit den Füßen, um daſſelbe in den Mund zu
bringen und es zu zerdrücken. Sobald ſie ein Reißkorn
gefreffen hatten, liefen ſie jedesmal zu ihrem Waſſervors
rathé und ſchienen dieſen während des Trinkens zu zer:
beißen oder zu faulen **).-",Z166069305
recogito-bd1b90ed-1879-48ab-b354-70a3ce5a7aa6,animals 25F|insects 25F711,348,"In dieſem Sande hålt fich wirklich eine große Menge
von Infekten auf; dié da mit leichtigkeit ſich einniften.
Ich fand in einem Loché, das ſie dafelbſt gemacht hatten,
eine große Anzahl von Schattenkäfern, währe Erſekten
der finſterniß: denn ihre ganze Farbe iſt mattſchwarz.
Geoffroi hat dieſe Art unter dem Namen kannelirter
Schattenkäfer beſchrieben **). Diejenigen, die ich hier
fand, waren großer und Einige waren bis fünfzehn
Linien lang.",Z166069305
recogito-cd13184e-5639-48c0-b500-a977ed996a49,footnote irrelevant,348,*) Man ſebe 5. 208 dieſes Banbes.,Z166069305
recogito-fab3bf67-4319-4df3-bdd3-df8459affeeb,footnote|animals 25F|insects 25F711,348,"**) Hiſtoire des Inſecte des env. d. Paris tenebrion canelé tenebrio
muricata. Lin.",Z166069305
recogito-1870e40c-3aeb-463e-b82c-57cc5effb698,animals 25F,349,"Die Aegypter effen ſie mit Fleiſch
gekocht, dem ſie zur Würze dienen.",Z166069305
recogito-d81b1af8-a0f2-4dfe-b0ad-72583b1e68f1,plants vegetation 25G,351,"Da das Delta eine Infel bildet, ro fonnte man
es leicht von wilden Thieren reinigen. Ob es nun gleich
von der einen Seite den Saum der Wüſte berührt, ro
werden doch die angebaueten Flächen von Rafchid gar
nicht von denſelben beunruhigt: das Leben und die Wire
kung des Anbaues verſcheuchen fie: fie mufien zu ihrem
Aufenthalte entweder den Sand der Wiſtr oder die
Eindde der Wålder wählen.",Z166069305
recogito-7764674f-1a9f-47b2-abf8-50ca1f95b67a,footnote|plants vegetation 25G,351,*) Arum colocaſia. Lin.,Z166069305
recogito-ebfafe0b-4d6a-435e-9f39-c57c2e820208,text-image (external),352,"Buffon hat in dem Nachtrage zu ſeiner
Naturgeſchichte der vierfüßigen Chiere eine fehr gute
Abbildung deſſelben unter dem Namen Chačal- adive
geliefert.",Z166069305
recogito-a8574e16-7937-4343-a15e-d2450479400c,footnote|animals 25F|beasts of prey predatory animals 25F23,352,"Canis aureus. Lin. canis vulpes. Forskal, fauna. S. IV.
Nuperkung: der Thaleb ix von dem Fud ſe verſchieden.",Z166069305
recogito-b3a932da-5fc7-436a-ad22-9642f676494e,plants vegetation 25G|animals 25F|birds 25F3|fowl cock hen chicken etc 34B232|beasts of prey predatory animals 25F23,353,"Seine Augen ſind eben fo lebhaft als
ſeine Bewegungen; er hat eine verſchlagene und liftige
Geſichtsbildung; und während die Schakals, die bloß
wild find, ihre Beute durch ihr Zuſammenlaufen und ihr
Geſchrei verſcheuchen, während ihre nachtlichen Wanderun-
gen oft fruchtlos ablaufen und ſie manchinal ihren Sjunger
mit den eckelhafteſten oder ihrem Geſchmacke widrigſten Dine
gen fåttigen múffen, läuft der Thaleb nicht in Geſellſchaft
umher und iſt slåklicher, weil er gewandter iſt: er zieht
allein, nåhert fich ſogar am hellen Tage den Wohnungeit,
um die er ſeinen unterirrdiſchen und ſorgfältig unter dichte
Gebüſche verborgenen: Aufenthalt aufſchlågt, ſchleicht fich
ohne Geräuſch in die Häuſer&quot; ein, überfält unverſehens.
das Geflügel, nimmt die Eier mit fort und läßt keine
andern Spuren von ſeinen Verwüſtungen zurük als reine
Verwüſtungen ſelbſt. Er braucht bei der Jagd, die er
gewohnlich auf die Bogel macht, alle kiſt und Geſchiflichs
keit, und kein Vogel kann ihm entwiſchen.",Z166069305
recogito-1d033aca-13ab-40bf-b2bd-168974e1b699,plants vegetation 25G,354,"Er fürchtete ſo ſehr, fich auf ſeiner Flucht hören
zu laſſen, daß er ſeinen dicken Schwanz in einer beinahe
wagrechten Stellung hielt, damit er ihn nicht auf der
Erde ſchleppe oder damit er nicht die Pflanzen berlibre.",Z166069305
recogito-1dc497a0-1687-4884-b894-20c2a398a258,plants vegetation 25G|birds 25F3|animals 25F,354,"Auf der andern Seite der Hecki fand ich die Uebers
reſte von ſeiner Mahlzeit: es war ein Raubvogel, den
er großtentheils aufgezehrt hatte.",Z166069305
recogito-749292d8-ec03-42f3-9826-5243d7b3ae36,footnote irrelevant,355,"*) Macrobius, Porta, u. U.",Z166069305
recogito-4d8d0786-3b6f-4c54-9686-c766d904a298,title,365,"Neau-
nats: Stunden mürfenes Wind. Beobachtungen.
tage.
Therm.",Z166069305
recogito-26dc0434-6896-416d-b868-0b47c3ec6208,title,375,Bemerkungen über dieſe Tabelle.,Z166069305
recogito-d8f5a985-aa00-4eb3-a205-2ab451628059,title,380,Bemerkungen über dieſe Tabelle.,Z166069305
recogito-0ae39d3a-87bc-49df-a00f-88cae8b91d3f,title,382,Fünf und zwanzigſtes Capitel.,Z166069305
recogito-495d3df7-ad74-4a77-9ad8-32854aff95cc,cattle 47I21|animals 25F,382,wilde Ochſen,Z166069305
recogito-747a3584-a982-484f-b14c-6b0a62a462ab,animals 25F|camel 25F24,382,Camele-,Z166069305
recogito-94d76c3d-1115-4a4e-91b5-501f6e88de65,animals 25F|camel 25F24|horses and kindred animals 46C1314,382,"Wir hatten Maulefel, womit man gewöhnlich auf dem
Wege nach Aléxandrien reiſt, und ein Cameel, um
unſer Gepäcke fortzuſchaffen, das in zwei ſchone Caffas
( eine( dhône Art von großen bedekten Korben) eingepakt
war, die man dem Cameele an die Seiten hångt.",Z166069305
recogito-72dded0c-ccc2-43a3-9d43-1bb7dfaf32bd,animals 25F|camel 25F24,385,"Unterdeffen rotteten fich diejenigen Abukiriner,
die den pyramidenförmigen Stein gefunden hatten, der
ich bei meiner erſten Reiſe gekauft, und der die Verans
laffung zu einer Menge von Schwierigkeiten geweſen war,
zuſammen, als fie meine Nakkehr erfuhren: fie regten
ihre landsleute unter dem Vorwandte in Aufruhr, daß
ich aus ihrem Gebiete einen Schaz weggeführt håtte, und
daß ich Camele miethete; um noch anſehnlichere Schätze
fortzuſchaffen.",Z166069305
recogito-995c9029-3950-44cb-a7c7-e6f91a96ecf7,animals 25F|camel 25F24|horses and kindred animals 46C1314,387,"Bei meiner Rúkkunft nach Abukir fand ich die
Gahrung noch höher geſtiegen als bei meiner Abreiſe.
Niederträchtige und richåndliche Menſchen, unverſchämte
vingeber, fagten aus, ſie hätten mich mehrmals des Nachts
in ihrer Nachbarſchaft ankommen, meine Erel mit Geld
beladen und ſogleich wieder abreiſen geſehen. Es brauchte
nichts mehr, als dies, um den Aufruhr auf den höchſten
Grad zu treiben. Sie kamen überein, die Camele, die
die Beduinen herbeiſchaffen ſollten, mit ihren Reich-
thümern beladen zu laſſen, dann über uns herzufallen
und uns zu ermorden, um die Schaße wieder zu erhalten,
die wir ihnen rauben würden.",Z166069305
recogito-bfe4cada-118b-4e65-8f7c-6a9956d63cdf,animals 25F|dog 34B11,388,"Er meldete es dem Aga
von Rarchid, der gegen die Einwohner von Abukir
in einen gewaltigen Zorn gerieth. Er nannte ſie Hunde
und ſtellte ſie alſo den Europäern gleich.",Z166069305
recogito-a37f1954-828c-480b-92c0-11312c5504e2,plants vegetation 25G|animals 25F|hoofed animalGAZELLE 25F24,388,"Wir&quot; reiften über eine unangebauete und gårzlich
entvolkerte Sandfläche hin. In der Ferne zeigte ſich eine
zahlreiche Heerde Gazellen*).",Z166069305
recogito-f96ac195-b47d-4928-96a3-11f9ed289b7c,animals 25F,391,": Um fünf Uhr Abendstrafen wir in einem arabis
bifchen lager ein: es gehørte sufrein: wir waren
Vormittags um neun Uhr von A butir abgereift, und
ich ſchåzte den Weg, den wir dieſen Tag über zurük ge-
legt hatten, auf ungefähr fleben Meilen.",Z166069305
recogito-59a84f47-1f56-48de-8f1d-a5249f61fcdd,animals 25F|cattle 47I21,392,"Die Thiere, die ſonſt ges
wshnlich mit den Beduinen unter einem Zelte ſtehen,
hatte man daraus weggezogen, und nur einen jungen
Dchſen darin gelaſſen.",Z166069305
recogito-b8a8f0ea-926e-4d89-b21d-e89e69a35c2f,animals 25F|camel 25F24|cattle 47I21|horses and kindred animals 46C1314|sheep 25F24,394,"Das Lager ſtand etwan einige hundert Fuß von dem
Canal von Alerandrien entfernt. Die Beduinen
hatten rein Waſſer durch ihre Arbeiten abgeleitet, und
eine ziemlich große Strecke unfruchtbaren Landes fruchts
bar gemacht. Man bauete verſchiedente Arten Viehfutter
darauf, und man rah auch daſelbſt Pferde, Camele,
Hammel und einige Ochſen weiden.",Z166069305
recogito-fe020016-1d51-4a1f-bbc1-d4a65973bf67,animals 25F|horses and kindred animals 46C1314|camel 25F24,399,"Plinius berichtet nach dem Xenophon, die
Camele( und unter dieſem Gattungsnamen ſind die Dron
mebare mit begriffen) könnten die Pferde nicht leiden.
Andere haben behauptet, ſie hätten ebenfalls einen folch
Abſcheu gegen die Mauleſel und gegen die Efel. Allein
die Wahrheit iſt, daß alle dieſe Chiere wenigſtens in
Aegypten und in der Türkei beiſammen leben, und
mit einander reifen, und daß faſt immer ein Erel an der
Spige einer Reihe beladener Cameele als Unführer ſteht,
an welchen das erſte Cameel feft gemacht iſt, und ihm
Schritt für Schritt folgt.",Z166069305
recogito-9a41db07-a5c8-4b3f-931a-43418f800768,animals 25F|camel 25F24|horses and kindred animals 46C1314,399,"Man muntert beide auch mit
einem Klatſchen der Zunge auf, das jenen unſerer Kut.
ſcher ähnlich iſt, wenn fie ihre Pferde anfeuern.",Z166069305
recogito-e354c80d-f90b-42b9-909b-e347923ceb26,animals 25F|camel 25F24,401,"Einige ſprangen auf das erſte beſte Camel, das ſie fanden;
Undere verfolgten die Räuber zu Fuße.",Z166069305
recogito-f88098b9-ad8a-452c-bd1e-b5ef2a70c7ea,animals 25F|cattle 47I21,402,"Man
bracyte mir in Huſſeins Zelt, das das Meinige wors
den war, und das ich nur mit dem kleinen Ochſen theilte,
da meine Reiſegefährden in verſchiedene andere Zelte vers
theilt worden waren; man brachte mir, rage ich, einen
lebenbigen Schops, den man mir für meine kleine Geſells
ſchaft zum Abendeſſen beſtimmte. Als man aber fah, daß ich
Das Leben dieſes armen Thieres Tichonte, rezte man uns
köftliche Milch und eine Art von kleinen knackernden ſehr
guten Kuchen vor.",Z166069305
recogito-4de15b22-05c9-45ab-8722-3da1a4f1534b,animals 25F|insects 25F711,404,"Ich ſchlief die ganze Nacht über nicht; ich wurde
von einer ungeheuern menge von Floben geplagt, die
inir keinen Augenblik Ruhe ließen. Sie werden durch
das Dich und durch das Feuer herbeigeloft, das man
unter den Zelten unterhalt: der Boden und die Teppiche
waren voli bavon und ich bewunderte die Gefühlloſigkeit
Des Beduine ni, der mitten unter dieſen Infekten in
tiefem Schlafe liegt.",Z166069305
recogito-5512a60e-ac78-4286-939a-3d39683a08b1,title,405,Sechs und zwanzigſtes Capitel.,Z166069305
recogito-daf6e2a2-93e4-41da-b4ce-117a5e3c326e,animals 25F|birds 25F3,405,Staare,Z166069305
recogito-4697fbce-8998-41c3-9acc-80cfbb3886b4,plants vegetation 25G,405,Bohnen,Z166069305
recogito-5bf509ea-793f-4487-8f42-7ffb18f363b8,plants vegetation 25G,405,"Baum-
wolle",Z166069305
recogito-9b051d98-a164-4d9b-89c3-cc8830286633,animals 25F|other mammals 25F26RABBIT,405,"Haas
fen",Z166069305
recogito-eb8bf60e-6078-4205-a634-c2ee99ea9c0f,animals 25F|birds 25F3,405,Wogel,Z166069305
recogito-b443d399-16ec-43ce-b252-6f6dc771d658,animals 25F|cattle 47I21,405,wilde Ochſen,Z166069305
recogito-a41fd653-bbf0-44b0-b106-5b2140f6a563,animals 25F|hoofed animalGAZELLE 25F24,405,Gazellen,Z166069305
recogito-0cdef474-51c4-49af-808a-64a1b063f49d,animals 25F|beasts of prey 25F23 TIGER,405,Tiger,Z166069305
recogito-6c540264-82b3-4b2f-b9cb-8e88d1ee58f1,animals 25F|birds 25F3,405,Strauße.,Z166069305
recogito-3f08cff7-7220-4c5e-9d1f-1b8d4fc92028,animals 25F|horses and kindred animals 46C1314|camel 25F24,405,"Ich beſtieg ein
ſehr ſchönes Pferd, und ich würde auf demfelben eine
große Strecke Weges zurüfgelegt haben, wenn die Camele
von der kleinen Race, worauf meine Reiſegefährten ritten,
meinen Marſch Durch flyre anßerordentliche Langſamkeit
nicht aufgehalten hätten.",Z166069305
recogito-a16c02e9-16a6-4780-b65e-51510b8db6fb,animals 25F|horses and kindred animals 46C1314,406,"Ich war mit meinem Pferde vorausgeritten, und
langte in eisim Dorfe, Namens Berfik, an, an deffen
Seite Beduinen von dem nåmlichen Stamme als
Huſſein war, ihr Lager aufgeſchlagen hatten.",Z166069305
recogito-1304a18b-5bda-450f-8265-2156098e9535,animals 25F|camel 25F24,406,"Ich gab ihm zu verſtehen, ich ſey ein Frans
fore, und ſogleich wurde ich von einem Haufen Bedu is
nen umringt: fie fahen. inich an, unterſuchten- und
befühlten mich, als ob ich ein außerordentliches Werent
wäre: fie machten ſo wie diejenigen, die ich ſo eben vers
laffen hatte, das Kreuz mit den Fingern oder bildeten
es in dem Sande' nach. Die Weiber wolna mich auch
ſehen; ſie begleiteten aber ihre Neugierde mit vortreflicher
Milch, die fie mir mitbrachten. Ich wurde von allen
Seiten gedrengt: endlich befreiete mich die Ankunft meiner
Begleitung von einer zwar wohlwollenden, aber auzu
judringlichen Geſellſchaft.",Z166069305
recogito-d0e31d75-8619-4544-841f-d6706601e0ad,animals 25F|sheep 25F24,407,"Heut, zu Lage bedekt fie ſehr
große Felder, und ihre Kóruer ſind eines von dem gewohna
lichſten Futter für das Laſtvieh und für die Schaafe.",Z166069305
recogito-921f5c3d-02d7-4a70-b1f6-1d5ac8e00dd1,footnote|animals 25F|birds 25F3,407,"*) Sturnus vulgaris. Lin. Etourneau, Buffon,",Z166069305
recogito-67f9a44a-7ee1-42fe-892a-8d96cb71c14f,animals 25F|beasts of prey predatory animals 25F23LION,408,"Ich befah file und fand, daß diere
berühmte Figur die Hälfte won einem Lowenkopfe und
wivklich antif war, und daß ſie die Ortsbewohner in eine
Mauer ihres Tempels eingemauert hatten.",Z166069305
recogito-7a178a45-23e7-4f1b-9484-ed57ac4507e8,animals 25F|birds 25F3,408,"Den 2ten Januar ſah ich mit Tagesanbruch einer
beträchtlichen Zug Kraniche*), die über das Dorf bin
flogen.",Z166069305
recogito-b2b75070-3c8c-4ed7-bcbe-c7a835bd9065,plants vegetation 25G,408,"Der
Weg zwiſchen dieſen beiden Orten gieng über Felder hin,
die mit Klee und mit blühenden Boonen bedeft waren.",Z166069305
recogito-12ad5106-8996-436d-bd00-1e4141255a61,footnote|animals 25F|birds 25F3,408,7) Ardea grus. L. Grue. Buffon.,Z166069305
recogito-34b4c2ee-3e73-4278-9adf-87ca112860d3,animals 25F|camel 25F24,409,"mit welcher Schnelligkeit pflanzten ſich dieſe Gerüchte,
Kinder ciner roben Ilnwiffenheit, fort! Sie waren bor
inir nach Damanbur vorausgegangen, und mau
ſprach hier laut von dem Golde, das ich ſchon geſama
melt båtte und von demjenigen, das die Camele' der
Beduinen fortſchaffen ſollten.",Z166069305
recogito-73b197ff-0dac-4a58-a15c-3d9ce0e8c03c,animals 25F|birds 25F3,412,"Ich bemerkte, daß die Stadt beinahe gånzlich von
Waſſer yinringt war. In einer großen Rache fah ich auch,
einen Eisvogel.",Z166069305
recogito-871fff63-511f-4186-a557-7ee511d89e8c,animals 25F|beasts of prey predatory animals 25F23|plants vegetation 25G,413,"Zwifden Saft und
Schambrenu mi entdekte ich einen Thaleb, der in
einem Getraidefelde lag: ſobald er mich näher kommen
Fab, ſtand er auf und gieng fort, indem er feinen Körper
und Feine Schritte verlängerte und feinen Schwanz wage
recht in die Hyshe hielt. Der Gang dieſes Thieres hat
viel Yehnliches mit dem Gange eines Fuchſes.",Z166069305
recogito-3a1cf968-2b82-48d9-a784-d3a7f5198890,animals 25F|horses and kindred animals 46C1314,413,"?. Wir fahen zwei Beduinen zu Pferde; fie flohen
eber o dinell als der Blig fobald fie uns gewahr wurden.",Z166069305
recogito-2602d32c-2c40-4add-893c-abfc115b3c38,animals 25F|horses and kindred animals 46C1314,415,"Eine Viertelmeile weit richteten wir unſern Weg nach
Súdweſt. Ich traf' einen Mamelu ck e'n'offisier
an, der midy für einen Túrken anſa), und daber mit
Salam Aleikum begrüßte,( einen Gruße, den man
blos on a hommedanern ertheilt) und ſein Pferd auf
die Seite lenkte, um mir Plaz zu machen.",Z166069305
recogito-e9d91ad6-978c-4bbe-bb24-6752b5eb6966,animals 25F|birds 25F3,415,"Am Wege war ein Trupp Kybite: man konnte ihnen
ro nahe kommen, daß ich einen davon tobten konnte. Er
war von der Art der gemeinen Kybiße*). Die Araber
nennen ihn Goudguat.",Z166069305
recogito-07434829-9828-40fd-933e-f959d1963b5e,plants vegetation 25G,416,"Mit welchen Ents
zůckungen mußten ſie nicht ihre Befreier aufnehmen, und
die Gewißheit erhalten, den Ueberfluß ihrer Felder, auf
welchen Fruchtbarkeit herrſchte, in Ruhe genießen zu
können!",Z166069305
recogito-628d22d8-337c-43e2-bb05-ac6f509f6002,plants vegetation 25G,417,"Die Bezirke, durch welche unſere Reiſe gieng, waren
von der Natur geſegnet, und zeigten die Pracht eines
leichten und mühſeligkeitsloſen Anbaues: ſie ſtellten durch
ihren Ueberfluß eine ausgeſuchte Gegend vor, und gewähr.
ten dem Menſchen, der bei dem Anblicke der Wohlthaten
der Natur gerührt wird, das intereffanteſte und prächtigſte
Schauſpiel. Uber wir waren an den Grenzen dieſer gerega
neten Ebenen, und berührten die Wüſte.. Das Dorf
Hanazé war die Scheidewand zwiſchen der glånzendſten
Fruchtbarkeit und der unfruchtbaren Eindde, zwiſchen einem
kande, das durch die Ergießung des Nils befruchtet
wirð, und zwiſchen Sandwüſten, die fruchtlos Thau im
Ueberfiuſfe befeuchtet.",Z166069305
recogito-6bca9c0f-d3ec-4dd2-9f60-f6ebb9e4c384,animals 25F|camel 25F24,417,"Ich denke ihn mir
noch, wie er ſelten auf ſeinent Camele,' beinahe immer zu
Fuße, die Hände auf den Rücken, und mit einer ruhigen
Sorglofigkeit in dieſen offenen Gegenden wanderte, wo
ihn keine Spur leiten konnte, und als wenn er fich auf
dem ſchuurgerechteſten Spaziergange befande.",Z166069305
recogito-9bc5672c-9e58-412c-a22f-208219226462,animals 25F,418,"Wir reiften nach und nach zwei bis drei eilen
weit über eine dicke Schicht feinen und beweglichen Sana
des bin, to Menſchen und Thiere im Schen hineinfallen.
Wir fanden hierauf mit Kiefeln bedekte Ebenen.",Z166069305
recogito-3df1304c-66d4-410b-8370-13b9bce67e0f,plants vegetation 25G|animals 25F,418,"Dieſe
Flächen, die anfänglich felten waren, wurden auf der
Oberfläche zahlreicher, und der feine Sand verſchwand
immer mehr, je höher wir mit dem Boden ftiegen. Auf
den Gipfeln der Hügel gab es endlich gar keinen ſolchen
feinen und beweglichen Sand mehr: die Sandſchicht war
feſt und mit verſchiedenförmigen und verſchiedenfarbia.
gen Kiefeln überdekt: fie waren von der Art Jaſpis, die
unter dem Namen å g 9.p.tifcher seierer bekannt iſt,
der eine ſehr ſchöne Politur annimint, und deſſen Inneres
mit verſchiedenen Farben und Chier- und Pfianzens
figuren abwechfelt, woran die Einbildungskraft mehr Una
theil hat als der Pinſel der Ratur; endlich verſteinerte:
Holzſtücke, wenn man dieſe zweite Art von Jaspis wirke
lich der Verwandlung des Holzes in Kiefel zu verdanken
hat.",Z166069305
recogito-27cde491-91c2-4016-aaea-bac73da5251d,plants vegetation 25G,418,"Dieſe
Steine trift man fo, wie auch die å g optiſchen Kieſel
und das verftrinerte Holz, nur auf den Hügeln an: andere
warts findet man nur gemeine Kiefel.",Z166069305
recogito-99895ee9-a4b3-46ea-81b6-3640564ed2b9,animals 25F|hoofed animal 25F24|beasts of prey predatory animals 25F23|birds 25F3,419,"Die Haaren find in der Wüſte ziemlich zahlreicha
Wenn ſie auch den Verfolgungen der vierfüßigen Thiere
und der: Raubvogel} ausgefest find, fo haben ſie dochy
wenigſtens von Seiten ihrer grauſamffen Feinde, Ruhe ::
denn fie haben, mit Ausnahme der Ebenen der Pyramiden
und von Sakkara, wohin die zu Stairo nieder,
gelaſſenen Enropåer ſehr oft auf die Jagd gehen, von
Seiten der Menſchen nichts zu fürchten, die in unſern
Låndern ihnen einen Bertilgnngskrieg erklärt haben.",Z166069305
recogito-23040502-7aea-45f2-8022-a6e5b3c39e0d,animals 25F|cattle 47I21,420,"Uebrigcus geben die Haaren in ſehr heißen
Ländern bei weitem keine ſo gute Speiſe als die unſerigen,
und hierdurch wird die allgemeine Bemerkung beſtåtigt,
die ich bei Gelegenheit der å gyptiſchen Ochſen geåu.
Bert habe.",Z166069305
recogito-22409d57-3872-4d28-8923-ed0e281d5172,animals 25F|beasts of prey predatory animals 25F23|hoofed animal 25F24,420,"Es iſt auch weniger ſchwarzr und hat eben ſo wie das
Fleiſch aller Arten von Wildpret des heißen Erdftriches
nicht den angenehmen Geruch mehr, der ihm einen vorzüge
lichen Berth giebt: vielleicht iſt dieſe Verſchiedenheit in
dem Haaſenreiſche die Urſache geweſen, daß man es für
ungeſund gehalten, und daß man ſeinen Genuß im Mers
genlande verboten hat.",Z166069305
recogito-f34f9109-943f-4abf-8051-88eda9a63cad,animals 25F|lizards 25F41,420,"Auch die oben beſchriebene Art vor Eidechren hat
am Fuße der Geſtråuche ihre focher.",Z166069305
recogito-683ce3bf-7bac-45ff-b453-68122a13fbe7,footnote irrelevant,421,*) Man Fehe oben S. 109 dief. BD.,Z166069305
recogito-63f2c3e0-69a8-4a22-a356-7d0dd570dee1,plants vegetation 25G|animals 25F|horses and kindred animals 46C1314,422,"Die Araber verfolgen
fte zu Pferde; und manchmal verſtecken ſie ſich auch hin.
ter dichte Geſträuche, um fie xu überfallen, und auf
fie zu ſchießen.",Z166069305
recogito-40ba1d48-0e7f-45a0-a933-181aea400f8a,animals 25F|hoofed animalDEER 25F24|footnote,422,*) Cervus axis. Lin. Axis. Buffon.,Z166069305
recogito-fc24ba90-a679-425a-8c19-0f18364895ad,footnote irrelevant,422,**) Reiſen.,Z166069305
recogito-852a01b3-8ecf-44ec-8155-f01628734065,footnote|animals 25F|cattle 47I21,422,"****) Bafar Ward, Bos filveftris. Forskal, Pauna aegyptiaco.
4 arab. pag. IV.- Anmerkung. Forskal hat dieſes Thier in
den Paragraph geſtellt, den er den Thieren ungewiffen Ge-
ſchledytes, incerti generis gewidinet hat, die er niot geſehen
hatte.",Z166069305
recogito-5f61935c-8c24-4ac9-a148-16ec1e27180c,title,425,Sieben und zwanzigſtes Capitel.,Z166069305
recogito-d63b5990-99c2-4fda-9446-254dc72111a2,animals 25F|pig 25F24,425,wilde Schweine.,Z166069305
recogito-b4f0227d-38aa-4013-8c8b-2383601296ba,animals 25F|camel 25F24,428,"Oran-
ger*) ergåhlt, das Seeſalz ſey zu Ende Auguſts auf
auf ihrer Oberflådhe hart und ro dik geweſen, daß man
mit Camelen darüber habe wegreiten können.",Z166069305
recogito-847148f7-ac53-44fe-aa9f-f8f939e1ff70,plants vegetation 25G|animals 25F|beasts of prey predatory animals 25F23,429,"Man wird keinen Fichtvaren Eingang gewäbr. Stein
Baum, keine hohe Pflanze umgiebt daffase: Metin Weg
führt zu ihm hin: man bemerkt in Teiner Nachbarſchaft
feine Spur von Menſchen, oder wenn auch Einige darin
eingedrüft werden, ſo werden fie doch bald wieder durcy den
Sand verweht, oder durch die Fußtapfen von wåthendert
und wilden Thieren,- den wahren Einwohnern dieſer
ſchreflichen Einode, vertilgt. Dies iſt der grauſenhafte und
peinliche Anblik diefes Schlupfwinkels der Wohnung un:
Růßer Menſchen!",Z166069305
recogito-ffbabe61-0a21-4e4f-b6e4-2ddc4724b40c,animals 25F|horses and kindred animals 46C1314|camel 25F24,430,"Ein Trupp Beduinen zu Pferde. brach auf
einmal hinter den Mauern hervor. Ich konnte ſie an.
fänglich unter den Staubwolken, die ſie erregten, nicht
unterſcheiden: als fie fich aber ausgebreitet hatten,
erfannte ich ſowohl die Ort als die Anzahl von Leuten,
mit denen wir zu thun haben ſollten. Ich wandte ſogleich
inein Pferd um, und mit diefem vortreflichen Reuter, auf
welchem man mich nicht håtte einbohlen können, hatte ich
bald meine Gefährten erreicht, die auch von ihren Came
len herab dieſe. Reuterei gewahr worden waren. Ich
fand ſie zu Fuß und in geſchloſſene Glieder geſtellt. Ich
ſtürzte mich von meinem Pferde herab und munterte fie
zu einenu muthigen Widerſtande auf.",Z166069305
recogito-0c529bb3-6ce7-4a2f-8741-1aaa4f2205d4,animals 25F|horses and kindred animals 46C1314,430,"Ob fie gleich in ſtarkem Galop auf uns zuge.
ritten kamen, ſo machten ſie doch plozlich, etwann hundert
Schritte von uns, halt.",Z166069305
recogito-1a1ef27f-0449-4664-8f6c-e929f089504a,animals 25F|horses and kindred animals 46C1314,431,"Sie waren bald bei uns und hatten
uns, ohne ſich einmal die Mühe zu geben, von den
Pferden herauzuſteigen, in einent Nugenblicke ausges
plündert.",Z166069305
recogito-c86544f5-33f0-4d9a-b048-4995ae36c493,animals 25F|horses and kindred animals 46C1314,435,"Dieſe Banditen waren nicht damit zufrieden, gerecht
zu ſcheinen, ſondern fie wollten auch artig reyn. Der
Anführer brachte mir ſein Pferd' und zwang mich hinauf-
zuſteigen, um die kleine Strecke zu reuten, die wir noch
bis zum Kloſter zu gehen hatten, und er folgte mir zu
Fuße nach. Andere Uraber erwieſen meinen Gefährten
dieſelbe Ehre: jeder unter ihnen gieng an der Seite feines
Pferdes her.",Z166069305
recogito-6030ef75-7cba-4aa9-8210-ed26d756bd46,plants vegetation 25G,435,"Als wir bei den Mauern anlangten, fahen
wir Serbe vol Brod, und hölzerne Schüffeln vou Linſert
an einem Stricke herablaſſen: wir rezten uns im Kreiſe
berum auf den Sand, und aßen dieſe Speiſen in Geſells
fchaft von Leuten, die noch einen Augenblit vorher unſere
Feinde geweſen waren.",Z166069305
recogito-80adff69-7f53-4710-99a4-8868ef372aeb,animals 25F|camel 25F24,439,"Die Nacht war ſchon weit vorgeruft, als alle Thiere
und Menſchen im innern Umfange beiſammen waren.",Z166069305
recogito-5aa333e5-c247-4c5e-848a-b55524061f89,footnote|animals 25F|pig 25F24,441,***) Naturgeſchichte des Schweines.,Z166069305
recogito-9f75f644-dce1-40f4-ba66-f196cac6a257,title,442,Adt und zwanzigſtes Capitel.,Z166069305
recogito-d6010667-5175-478e-8e8f-ba8e851903cf,plants vegetation 25G,442,"ihre
Garten",Z166069305
recogito-bfc859ed-1825-47aa-8657-e32a84d63aad,animals 25F|insects 25F711,444,"Die coptiſche Sproche iſt aus dem Griechiſchen und
aus, den deberbleibfeln der alten egyptiſchen Sprache zu:
ſammengeſezt. 96, fie gleich niemals in dieſen Bůchern
leſen, und ob fie diefelben gleich auf dein Boden aufeinan-
der gehåuft haben, ſie von Inſekten freſſen, und vom
Staube verderben laſſen, ſo kann man ſie doch nicht das
hin bringen, daß fie cines davon verkauften.",Z166069305
recogito-ad8832e7-5a3c-493c-b355-416619db398e,animals 25F|birds 25F3,445,"Die Kirche iſt einfach und ohne andere Verzierung
als Straußeneier und einige fallechte Gemälde von
Heiligen.",Z166069305
